id,name,birthdate,birthplace,deathdate,deathplace,occupations,notes,sex,viaf_id
13827,Mme. Raissa Maritain,1883-09-12,360,1960-11-04,318,"1399,1410",,Female,39380883
13809,Mohamed Abbad,,779,,547,1493,EGYPT,Male,
15000,Moisés Carol,1911-12-26,62,1997-09-16,1123,1391,,Male,25930345
14128,Monroe Wheeler,1905-03-13,139,1988-08-14,299,"1394,1558",MoMa board member (and staff member of MoMa),Male,40395988
14471,Montague Rhodes James,1862-08-01,695,1936-06-12,696,"1391,1400,1606",,Male,88882890
15230,Morris Ginsberg,1889-05-14,1162,1970-08-31,235,1452,,Male,59147255
14493,Morroe Berger,1917-01-01,299,1981-04-08,299,"1391,1420,1452",,Male,107595718
14364,Morton Dauwen Zabel,1901-08-10,604,1964-04-28,88,"1399,1400,1439,1448,1455",,Male,65295694
14180,Moura Budberg,1905-03-06,333,1905-05-27,187,1569,,Female,73989566
15356,Muhammad Iqbal,1877-11-09,709,1938-04-21,1234,"1399,1410,1416,1427,1448,1460","Called the ""Spiritual Father of Pakistan""",Male,100267743
14731,Murilo Mendes,1901-05-13,886,1975-08-13,230,1399,,Male,66486629
15408,Myriam Kubovy,1898-01-01,,,,"1391,1511",Wife of Aryeh Leon Kubovy,Female,97421447
13834,N. A. Donkersloot (Anthonie Donker),1902-09-08,361,1965-12-26,15,"1391,1392,1399,1404,1420",,Male,36025931
15544,Nancy Mitford,1904-11-28,235,1973-06-30,318,"1407,1419,1422",,Female,32000532
15683,Narciso Binayán,1896-06-20,401,1970-11-30,62,"1391,1400,1420",,Male,285173232
14515,Nathalie Sarraute,1900-07-18,718,1999-10-19,318,"1391,1427",,Female,100261678
15313,Nathaniel Hawthorne,1804-07-04,1204,1864-05-19,668,"1391,1407,1417",,Male,44435463
14124,Ned O'Gorman,1929-09-26,250,2014-03-07,250,"1399,1415",,Male,108719037
13914,Nélida Baigorria,1921-06-23,62,2016-11-19,62,1420,,Female,63571093
14985,Nelly Candegabe,1927-10-02,62,1985-03-15,62,"1391,1399,1400,1419,1420",,Female,2413147373405241580003
14753,Nelly Vera Saglio,,22,,,"1391,1397,1597",,Female,58923271
14130,Nelson Rockefeller,1908-07-08,33,1979-01-26,299,"1416,1553",,Male,9919239
14926,Néstor Bondoni,,22,,,1391,,Male,49102086
15606,Néstor R. Ortiz Oderigo,1921-02-11,62,1966-01-01,62,"1391,1523,1524",,Male,43891009
14945,Neville Braybrooke,1923-05-30,235,2001-07-14,830,"1392,1394,1399,1407,1409,1422,1455",,Male,66593713
15027,Nicolás A. Cócaro,1926-06-14,1045,1994-10-23,62,"1391,1392,1399,1419",,Male,114042808
13753,Nicolás Berdiaeff,1874-03-18,304,1948-03-24,94,1410,(Religious and Political),Male,36926249
14508,Nicolás Costa,,,,,1404,,Male,
15079,Nicolás de Cusa,1401-01-01,1078,1464-08-11,1079,"1410,1489,1504,1582",,Male,89623095
15133,Nicolás Espiro,1930-01-01,62,,,"1399,1413,1466",,Male,
15481,Nicolás Lwoff,,,,,1433,,Male,
14777,Nicolas Nabokov,1903-04-17,909,1978-04-06,299,"1391,1411",,Male,109534731
14361,Nicolás Schönfeld,1901-01-01,601,1977-01-01,62,1552,,Male,54415509
14495,Nicolás Wenckheim,,,,,1404,,Male,13323536
14864,Nigel Balchin,1908-12-08,951,1970-05-17,664,"1407,1418",,Male,37113465
15587,Nigel Nicolson,1917-01-19,235,2004-09-23,419,"1394,1416",,Male,64009853
14561,Niklas Luhmann,1927-12-08,751,1998-11-06,752,"1410,1420,1452,1586",,Male,29546145
14438,Nikos Kazantzakis,1883-02-18,675,1957-11-05,149,"1391,1392,1399,1400,1404,1407,1408,1410,1419",Nominated for the Nobel Prize in Literature nine times.,Male,14771803
15380,Nina de Kalada,,,,,1404,,Female,
15800,Nino Frank,1904-06-27,1428,1988-08-17,318,"1391,1521",,Male,39377279
15599,Nisha Orayen,,,,,,,,
14612,Noël Devaulx,1095-12-09,809,1995-06-09,810,"1391,1407,1417",Pseudonym for the writer René Forgeot.,Male,24600615
14619,Noël-Pierre Lenoir,1899-11-29,1291,1963-01-01,62,1391,Pseudonym of Hanns-Erich Kaminski,Male,268106192
15223,Noemí A. Gil,,,,,1433,,Female,4462148997687359870009
14909,Noemí Vergara de Bietti,1914-09-06,322,1988-07-24,22,"1391,1393,1420",,Female,3794000
14189,Nora Grégor,1901-02-03,157,1949-01-20,479,1495,,Female,29732362
13650,Norah Borges de Torre,1901-03-04,62,1998-07-20,62,"1391,1393,1564",,Female,72662971
14203,Norah Lange,1905-10-23,62,1972-08-05,62,"1399,1400",,Female,97987063
13841,Norah Rowan Hamilton,1877-01-01,782,1945-02-01,547,1391,,Female,26934435
15180,Norberto Frontini,1899-01-01,62,1985-01-01,62,"1391,1427,1439",,Male,287844655
15664,Norberto Pinilla,1902-01-01,876,1946-07-20,401,"1391,1620",,Male,309790215
14749,Norberto Rodriguez Bustamante,1918-11-27,22,1990-08-07,,"1391,1420,1455",,Male,67942113
14436,Norberto Silvetti Paz,1921-06-06,217,2005-02-03,217,"1391,1399,1404",,Male,11369109
14214,Norman Mailer,1923-01-31,236,2007-11-10,299,"1392,1407,1408,1419,1421,1473,1547",,Male,7393743
15182,Northrop Frye,1912-07-14,1128,1991-01-23,982,1409,,Male,49236705
15593,Novión de los Ríos,,22,,,1391,,Male,
13656,Octavio Paz,1914-03-31,261,1998-04-19,261,"1391,1399,1414",,Male,41844743
15401,Ofelia Kovacci,1927-01-01,22,2001-10-27,,"1420,1456,1460",,Female,92074018
15848,Olegario Víctor Andrade,1839-03-06,1457,1882-10-30,62,"1399,1416,1419",,Male,17084747
15602,Olga Orozco,1920-03-17,1353,1999-08-15,62,1399,,Female,84167445
13638,Oliverio Girondo,1891-08-17,62,1967-01-24,62,"1391,1393,1397",,Male,76327294
14840,Omar Rubén Aracama,1926-08-01,62,,,1399,,Male,
15078,Osamu Dazai,1909-06-19,1076,1948-06-14,1077,"1391,1400",,Male,4940744
14659,Osbert Sitwell,1892-12-06,235,1969-05-04,853,1391,,Male,29544622
13936,Oscar Delgado,,547,,547,"1400,1452","Professor at the Universidad de Rosario (Bogotá, Colombia)",Male,45639614
15157,Oscar Ferreiro,1945-08-28,22,2009-06-17,62,1473,,Male,230027043
15162,Oscar Figueroa,,,,,1391,,Male,207184725
15456,Oscar Lewis,1914-12-25,299,1970-12-16,299,"1420,1449,1460",,Male,108316448
15475,Oscar Vladislas de Lubicz Milosz,1877-05-28,1306,1939-03-02,142,"1392,1399,1407,1408",,Male,79690447
15057,Osvaldo Cuadro,,22,,,1599,,Male,70176091
15101,Osvaldo Horacio Dondo,1902-01-01,22,1962-01-01,,1399,,Male,36043932
14752,Osvaldo Jorge Ruda,1928-02-23,62,,,"1391,1420,1599",,Male,190618542
14450,Osvaldo López-Noguerol,,,,,1404,,Male,
15863,Oswald Spengler,1880-05-29,1468,1936-05-08,283,"1391,1410,1451,1460",,Male,14778687
14563,Otto Friedrich Bollnow,1903-03-14,754,1991-02-07,755,"1410,1420",,Male,100184362
14094,Otto Kahn,1867-02-21,251,1934-03-29,299,"1467,1548",,Male,59145857783523020532
14609,Otto Maria Carpeaux,1900-03-09,469,1978-02-03,353,"1409,1448",,Male,111457775
15859,Otto Neurath,1882-12-10,469,1945-12-22,313,"1410,1452,1453",,Male,24164
15615,P. K. (Patricia Kathleen) Page,1916-11-23,759,2010-01-14,1362,"1392,1399,1407,1408,1419,1429,1564,1591",,Female,59208470
15056,Pablo Antonio Cuadra,1912-08-10,931,2002-01-02,931,"1392,1399,1408,1409,1433,1487",,Male,115151710
14990,Pablo Capanna,1939-11-16,853,,,"1392,1410,1419",ARGENTINE,Male,11306820
15827,Pablo Luis Landsberg,1901-01-01,730,1944-01-01,1249,"1391,1410",,Male,7709588
13658,Pablo Neruda,1904-07-12,319,1973-09-23,401,"1391,1399,1414,1416",,Male,95126958
13684,Pablo Picasso,1881-10-25,249,1973-04-08,281,"1399,1405,1408,1441,1442,1443,1444",,Male,15873
14498,Pablo Simón,,,,,1404,,Male,
15762,Pablo Suero,1898-03-04,1140,1943-02-05,252,"1391,1404,1439",,Male,114521237
15415,Pär F. Lagerkvist,1891-05-23,1274,1974-07-11,1275,"1392,1399,1400,1407,1408,1417",Won the Nobel Prize in Literature in 1951,Male,64007846
13707,Patricio Armando Canto,1918-04-07,62,,22,"1391,1404,1410",brother of Estela Canto?? (https://www.clarin.com/cultura/estela-hermano-patricio-canto-literatura-izquierda_0_SJ-gkPASb.html); Patricio was friends with Silvina and it was through this friendship that Estela entered the SUR circle,Male,86637297
14198,Patricio Gannon,1905-03-15,62,1977-03-17,62,"1391,1419,1576",,Male,315641120
14634,Patrick Dudgeon,,782,,,,,Male,136145857073122921919
14919,Paul Aloïse de Bock,1898-09-13,986,1986-04-28,987,"1391,1427",,Male,76314196
14599,Paul Bénichou,1908-09-19,803,2001-05-14,318,"1391,1396,1409,1439",,Male,269156869
14603,Paul Bodin,1909-04-16,146,1996-03-10,,"1391,1419",,Male,2466812
14177,Paul Cesar Helleu,1859-12-17,460,1927-03-23,318,1405,,Male,14851547
14102,Paul Chadourne,1897-01-01,318,,547,1399,Surrealist poet,Male,7605783
14031,Paul Claudel,1868-08-06,478,1955-02-23,318,"1399,1401,1414",,Male,100163516
14086,Paul Éluard,1895-12-14,413,1952-11-18,85,1399,,Male,73848255
14476,Paul Féval,1816-09-29,701,1887-03-08,702,"1391,1401,1407",,Male,17222447
15216,Paul Gauguin,1848-06-07,318,1903-05-08,1154,1564,,Male,27064953
13865,Paul Golia,1887-04-10,784,1959-08-15,783,"1391,1399,1408,1590","Name entered into SUR issue (for PEN club meeting in 1937 in Buenos Aires) as ""Paul Golia"". There is a ""Pavel Golia"" (information used to fill out this entry) that matches his information (especially the fact that both individuals were writers and associated with Ljubljana). There is a strong change that the SUR issue incorrectly wrote his name as ""Paul"" instead of ""Pavel.""",Male,4556432
13715,Paul Jourde,1905-03-26,146,,547,1419,,Male,282516039
14566,Paul Lorenzen,1915-03-24,757,1994-10-01,726,"1410,1420,1485",,Male,44375757
15423,Paul Ludwig Landsberg,1901-12-03,730,1944-04-02,1279,1410,,Male,7709588
13765,Paul Valéry,1871-10-30,416,1945-07-20,318,"1392,1399,1410",,Male,61553403
15526,Paulina Medeiros,1905-01-01,1325,1992-01-01,271,"1391,1399,1407,1408,1417",,Female,75382114
14764,Pearl Sydenstricker Buck,1892-06-26,897,1973-03-06,898,"1391,1407",,Female,91868694
14812,Pedro Albertelli,,22,,,"1391,1404,1420",,Male,166660334
15618,Pedro Bonifacio Palacios (Almafuerte),1854-05-13,933,1917-02-28,217,1399,"""Almafuerte""",Male,61760651
13634,Pedro Henríquez Ureña,1884-06-29,404,1946-05-11,62,"1391,1393,1398",(dirigió la Orquesta del Profesorado Orquestal),Male,61558646
15773,Pedro Juan Vignale,1903-01-01,62,1974-09-18,62,1399,,Male,59474853
13942,Pedro Laín Entralgo,1908-02-15,452,2001-06-05,247,"1392,1410,1428,1451,1466",Medical Researcher,Male,108328947
15428,Pedro Larralde,1920-05-08,277,1982-04-02,22,"1391,1399,1419",,Male,98597323
14219,Pedro Lecuona (Pedro Ibarzabal),1897-01-12,134,1955-08-24,62,"1391,1404,1414",,Male,58833538
15739,Pedro Miguel Obligado,1892-12-02,62,1967-03-25,62,"1392,1399,1418,1420",,Male,18418748
14344,Pedro Salinas,1891-11-27,247,1951-12-04,50,"1399,1409,1429,1448",,Male,44304992
14382,Percy Mansell Jones,1889-04-11,620,1968-01-24,,"1391,1420",,Male,27440837
13660,Peregrina Pastorino,,62,,62,1406,,Female,
14567,Peter Christian Ludz,1931-05-22,754,1979-09-01,758,"1420,1452,1586",,Male,80858
15115,Peter G. Earle,1923-01-01,,2018-06-06,1097,1420,,Male,41972210
15273,Peter Gradenwitz,1910-01-24,44,2001-07-27,984,1524,,Male,108626335
14564,Péter Szondi,1929-05-27,61,1971-11-09,44,"1420,1426,1448,1613",,Male,2477319
14632,Philip Carr,,,,,1419,,,
15283,Philip Guedalla,1889-03-12,669,1944-12-16,235,"1391,1422,1427",,Male,59457732
14386,Philip Lindsay,1906-04-30,622,1958-01-01,623,1391,,Male,98010929
14767,Philip Rahv,1908-03-10,901,1973-12-22,73,"1392,1409",,Male,73974415
15174,Philipp Frank,1884-03-20,469,1966-07-21,73,"1410,1420,1485,1583",,Male,56677234
15323,Philippe Hériat,1898-09-15,318,1971-10-10,318,"1407,1408,1473",,Male,14803062
15634,Pier Paolo Pasolini,1922-05-05,48,1975-11-02,1372,"1391,1399,1407,1408,1419,1473,1479,1572",,Male,54152375
14136,Pierre Cot,1895-11-20,146,1977-08-21,102,1416,,Male,68937637
14921,Pierre de Boisdeffre,1926-07-11,318,2002-05-23,318,"1391,1414,1439",,Male,108450056
15672,Pierre de Laplace,1749-03-23,1389,1827-03-05,318,"1448,1484,1485,1582,1583",,Male,4932158
13632,Pierre Drieu la Rochelle,1893-01-03,318,1945-03-15,318,"1391,1393,1398",,Male,27063717
15126,Pierre Emmanuel,1916-05-03,1103,1984-09-24,318,1399,Noël Mathieu,Male,36913028
15173,Pierre Francastel,1900-06-08,318,1970-01-02,318,"1420,1528",,Male,22141794
15177,Pierre Frederix,1897-01-01,39,1970-01-01,,1419,,Male,9846349
14616,Pierre Guédennet,,146,,,1391,,Male,
15284,Pierre Guerre,,,,,"1391,1526",,Male,64006737
15322,Pierre Herbart,1903-05-23,1212,1974-08-02,1213,"1392,1419",,Male,5068472
13869,Pierre Hourcade,1908-08-06,84,1983-02-03,5,"1391,1404,1448,1456",,Male,59204688
15782,Pierre Laval,1883-06-28,1414,1945-10-15,1415,"1416,1572",,Male,24651431
14157,Pierre Luis Joseph Boulez,1925-03-26,268,2016-01-05,30,"1391,1402,1411,1563",Organizr of the Domaine Musical,Male,108239968
15559,Pierre Moreau,1895-08-22,1335,1972-01-01,,"1409,1420",,Male,100217754
14042,Pierre Souvtchinsky,1892-10-05,427,1985-01-24,318,"1391,1462",Writes on music,Male,7428699
15823,Pierre-Aimé Touchard,1903-08-15,1439,1987-11-11,318,"1391,1473",,Male,Pierre-Aimé Touchard
14035,Pierre-Henri Simon,1903-01-16,366,1972-09-20,477,"1392,1399,1407,1409,1451",,Male,29540777
14863,Piet Bakker,1897-08-10,361,1960-04-01,15,"1400,1419,1455",,Male,215885948
14343,Pilar de Lusarreta,1903-03-20,62,1967-07-10,,"1399,1400,1419,1433,1439",,Female,63727947
14873,Pío Baroja,1872-12-28,574,1956-10-30,247,"1391,1392",,Male,36912891
15580,Prithwish Neogy,1918-01-15,205,1991-03-21,1023,"1420,1528",,,285602259
14466,Prosper Mérimée,1803-09-28,318,1870-09-23,77,"1391,1401,1417,1446,1451",,Male,44302582
14458,Próspero Lambertini (Pope Benedict XIV),1675-03-31,48,1758-05-03,356,"1391,1605",,Male,76327169
14183,Quentin Bell,1910-08-19,235,1996-12-16,432,"1400,1528",,Male,4926523
13840,R. H. Mottram,1883-10-30,302,1905-05-24,201,"1391,1399,1407",,Male,111564164
13668,Rabindranath Tagore,1861-05-07,205,1941-08-07,205,"1391,1403,1424","Fell ill during a trip to Lima, Perú (flu) and had to cancel his trip there and instead stay in Buenos Aires, Argentina (where his ship docked); when Victoria heard of this, she rushed to the hotel where he was staying and put him up in one of her homes. This happened in November of 1924, and he stayed with her until January 1925. They met again in Paris, France in June of 1930",Male,24608356
14917,Rachel Bluwstein (Rajel),1890-09-20,907,1931-04-16,984,1399,,Female,19791688
13764,Rafael Alberti,1902-12-16,136,1999-10-28,136,1399,,Male,51683733
15677,Rafael Alberto Arrieta,1889-01-01,1391,1968-01-01,62,"1391,1392,1399,1409",,Male,73931592
15834,Rafael Arévalo Martínez,1884-07-25,870,1975-06-12,870,"1391,1399,1407,1414,1417",,Male,93585247
13993,Rafael Azcárate y Rosell,,115,,115,1391,member of the national commission of archaeology,Male,39537146
13770,Rafael Dieste,1905-03-13,351,1905-06-03,402,"1391,1399,1401,1410",,Male,94753204
14527,Rafael Gutiérrez Girardot,1928-05-05,729,2005-05-26,730,"1394,1404,1410,1420",,Male,108934932
15722,Rafael Jijena Sánchez,1904-09-21,1273,1977-12-22,62,"1391,1399,1523",,Male,93104005
15564,Rafael Moyano Crespo,,,,,,,Male,114098311
15663,Rafael Pineda (Rafael Angel Díaz Sosa),1926-01-17,1385,2004-01-01,,"1399,1401,1404,1422,1439",,Male,35626829
14300,Rafael Pividal,1934-01-01,22,2006-10-02,,"1391,1420",,Male,72333878
15249,Rafael Virasoro,1906-01-01,,1984-11-01,395,"1410,1420",,Male,17060338
13654,Raimundo Lida,1908-11-15,244,1979-06-20,73,"1391,1393,1404,1406",translated Victoria de francés al español,Male,87710562
15777,Rainer María Rilke,1875-12-04,340,1926-12-29,275,"1399,1407",,Male,46897170
15426,Ralph E. Lapp,1917-08-24,63,2004-09-07,1280,1583,,Male,32807011
14419,Ralph L. Rusk,1888-07-11,658,1962-06-30,299,"1391,1420,1422,1460",,Male,110836743
14837,Ralph Norman Angell,1872-12-26,939,1967-10-07,940,"1400,1419,1483,1497",,Male,51708094
15094,Ramón Díaz Sánchez,1903-08-14,1085,1968-11-08,80,"1391,1416,1419",,Male,27883260
13783,Ramón Doll,1896-09-12,217,1970-02-14,62,"1391,1392,1419,1427",,Male,309676684
13959,Ramón Fernández,1894-03-18,318,1944-08-03,318,"1391,1409,1419",,Male,39376886
15156,Ramón Ferreira,1921-01-01,1112,2007-11-07,262,1391,,Male,95562779
13691,Ramón Gómez de la Serna,1888-07-03,247,1963-01-12,62,"1391,1401",,Male,68929740
15868,Ramón Guirao,1908-01-01,174,1949-04-17,174,"1399,1419,1587",,Male,42129167
15691,Ramón J. Cárcano,1860-04-18,110,1946-06-02,110,"1416,1427,1451",,Male,100264435
15530,Ramón Menéndez Pidal,1869-03-13,210,1968-11-14,247,"1420,1426,1451",,Male,54151405
15622,Ramón Palomares,1935-05-07,1364,2016-03-04,258,1399,,Male,24652138
14068,Ramona Maximina Aguirre Herrera,1866-01-08,62,1935-12-10,62,1391,Victoria Ocampo's mother,Female,
13789,Raoul Auernheimer,1876-04-15,469,1948-01-06,303,"1391,1489",,Male,44319718
15172,Raquel Forner,1902-04-22,62,1988-06-10,62,1405,,Male,79479681
14018,Raquel Santángelo,,22,,547,1391,,Female,
15601,Raúl A. Orgaz,1888-11-30,403,1948-01-01,110,"1391,1420",,Male,89228151
14829,Raúl Álvarez Forn,,,2015-05-10,,1391,,Male,
13701,Rául Arrarás Vergara,1929-11-09,22,2007-08-18,62,1453,,Male,
14867,Raúl Ballbé,,,,,"1391,1404",,Male,
15417,Raúl E. Lagomarsino,,,,,1400,,Male,203888120
15190,Raúl Galán,1913-10-23,1134,1963-01-15,1135,1399,,Male,164505117
14673,Raúl Gustavo Aguirre,1927-01-02,62,1983-01-18,,"1392,1399,1404,1409,1420",,Male,59525643
14937,Raúl H. Bottaro,,22,,,1391,,Male,
14971,Raúl H. Burzaco,1930-04-14,,2004-02-09,62,1419,,Male,
14487,Raúl H. Castagnino,1914-08-17,62,1999-04-27,62,"1391,1400,1439",,Male,73866625
14745,Raúl Horacio Premat,1923-01-22,62,1976-04-29,,"1533,1607",,Male,
15427,Raúl Larra,1913-10-18,62,2001-02-22,62,"1391,1396,1419",,Male,73885125
15443,Raúl Leiva,1916-09-24,870,1974-12-15,261,"1392,1399",,Male,31214658
15552,Raúl Monsegur,1913-07-30,62,1963-12-30,775,"1399,1403,1405,1564",,Male,261027398
15741,Raúl Ortelli,1905-01-01,1045,1978-01-01,,"1391,1419",,Male,46657158
13948,Raúl Prebisch,1901-04-17,389,1986-04-29,401,1453,,Male,34543132
13760,Raúl Soldi,1905-03-27,62,1994-04-21,62,1405,,Male,59171671
13932,Raymond Aron,1905-03-14,318,1983-10-17,318,"1410,1419,1452,1586",,Male,51685009
15015,Raymond Bernard Cattell,1905-03-20,645,1998-02-02,1023,1599,,Male,97724780
14651,Raymond Mortimer,1895-04-25,843,1980-01-09,844,"1391,1439,1455",Charles Raymond Bell Mortimer CBE,Male,33944978
14728,Rebêlo Marques (Eddy Dias da Cruz),1907-01-06,353,1973-08-26,353,"1391,1399,1419",,Male,12408983
14686,Recaredo Borja,,775,,,"1391,1503",pseudónimo de Oscar del Villar Fernández,Male,207145857001322921126
15340,Reinhold Friedrich Alfred Hoernlé,1880-11-27,730,1943-07-21,1224,1410,South African philosopher,Male,41500143
15222,Renato Ghiotto,1923-01-25,1158,1986-04-10,1159,1391,,Male,79130420
14899,René Berger,1915-04-29,59,2009-01-29,221,"1391,1410,1528",,Male,40528305
15082,René Delange,,,,,1455,,Male,5385289
15088,René Descartes,1596-03-31,1083,1650-02-11,428,"1410,1485,1541",,Male,41838958
15802,René Dupuis,1905-01-01,146,,,"1419,1451",,Male,283269361
14163,René Étiemble,1909-01-26,254,2002-01-07,470,"1391,1392",,Male,22141482
15183,René Fülöp-Miller,1891-02-17,1129,1963-05-17,650,"1391,1451",Philip Müller,Male,54195416
14306,René Gillouin,1881-05-11,581,1971-04-02,,"1391,1396,1400,1409,1419",,Male,482144782725253747220
14552,René Huyghe,1906-05-03,747,1997-02-05,318,"1391,1420,1434,1522,1528",,Male,7391755
14539,René König,1906-07-05,737,1992-03-21,728,"1410,1420,1447",,Male,98481480
15403,René Kraus,1902-11-03,1265,1947-07-16,,"1400,1455",,Male,29902293
14187,René Maheu,1905-03-28,367,1975-12-19,318,1420,,Male,202339013
14622,René Marill Albérès,1921-05-10,815,1982-05-25,816,"1409,1439",,Male,108446032
15619,René Palacios More,1939-01-01,62,,,"1399,1530",,Male,28935887
15648,Renée Pereyra Olazábal,1917-03-18,110,,,1391,,Male,22476490
14662,Rex Warner,1905-03-09,857,1986-06-24,858,"1391,1404",,Male,100912192
14273,Ricardo A. Latcham,1903-04-17,569,1965-01-25,174,1391,,Male,71417540
13703,Ricardo Baeza,1905-03-04,37,1956-02-03,247,"1391,1392,1399,1404,1419,1454,1455",,Male,13404577
13876,Ricardo de los Heros,,547,,547,"1437,1487",Designed many of the covers for books for the Editorial Sur in the 1960s,Male,
13987,Ricardo Delgado,,547,,547,1391,,Male,
13693,Ricardo E. Latcham,1869-05-05,55,1943-10-16,401,"1429,1446,1447,1448",Folklore scholar,Male,55913494
15294,Ricardo Guillón,1935-01-01,,,,"1391,1439,1455",,Male,106565168
13739,Ricardo Güiraldes,1886-02-13,62,1927-10-08,318,"1399,1407",,Male,34457726
15727,Ricardo Levene,1885-02-07,62,1959-03-13,62,1451,,Male,100200076
14234,Ricardo Molinari,1898-03-23,62,1996-07-31,62,1399,,Male,
14143,Ricardo Mosquera Eastman,1918-10-18,62,1982-07-01,62,"1391,1414,1439",,Male,309819678
15604,Ricardo Orozco Muñoz,1919-06-28,800,2011-04-30,800,"1391,1419,1530",,Male,57975028
15633,Ricardo Paseyro,1925-12-05,1371,2009-02-05,318,"1391,1399,1414",,Male,76321112
15768,Ricardo Tudela,1893-04-14,1407,1984-04-02,1408,"1416,1667",,Male,70124850
14056,Riccardo Bacchelli,1891-04-19,48,1985-10-08,276,1391,,Male,64044782
14817,Richard Aldington,1892-07-08,928,1962-07-27,929,"1391,1399,1407",,Male,7402360
14412,Richard Eberhart,1904-04-05,649,2005-06-09,650,1399,,Male,97788157
15486,Richard Llewellyn,1906-12-08,235,1983-11-30,130,"1391,1407",Full name = Richard Dafydd Vivian Llewellyn Lloyd,Male,119593
15470,Richard Maximilian Lonsbach,1890-01-01,1249,1974-01-01,,1408,"Born as ""R. M. Cahen""",Male,94032970
14583,Richard Neutra,1892-04-08,469,1970-04-16,795,1436,,Male,66513638
14427,Richard Volney Chase,1914-10-12,667,1962-08-26,668,"1391,1420,1460",,Male,54218651
14942,Robert A. Brady,1901-05-14,1000,1963-06-14,1001,1453,,Male,38976632
14223,Robert Aron,1898-05-25,226,1975-04-19,318,"1391,1451",,Male,51685013
14962,Robert Brustein,1927-04-21,299,,,"1391,1408,1415,1439,1480",,Male,5057821
15069,Robert Choquette,1905-04-22,1071,1991-01-22,274,"1399,1407,1414",,Male,115706649
14122,Robert Craft,1923-10-20,202,2015-11-10,169,"1391,1402",,Male,91308575
14082,Robert Desnos,1900-07-04,318,1945-06-08,436,1399,,Male,9895
15102,Robert Donington,1907-05-04,1091,1990-01-20,1092,1524,,Male,232644942
15164,Robert Finch,1900-05-14,1117,1995-06-11,982,"1399,1460",,Male,116867349
15524,"Robert G. Mead, Jr.",1913-12-30,96,1995-10-21,172,"1420,1448,1458",,Male,45738236
14401,Robert Gorham Davis,1908-01-01,73,1998-07-16,73,"1391,1409,1417,1420,1439,1455,1538",,Male,55390915
15278,Robert Graves,1895-07-24,1178,1985-12-07,1179,"1399,1407,1439,1451",,Male,68929835
14510,Robert Guillain,1908-09-04,318,1998-12-29,94,"1400,1419",,Male,101850036
15302,Robert Hamilton,,,,,,Aldous Huxley scholar?,Male,
14416,Robert Hillyer,1895-06-03,653,1961-12-24,654,1399,,Male,59464846
15807,Robert Honnert,1901-05-15,146,1939-01-01,,"1391,1419",,Male,76444475
15351,Robert Maynard Hutchins,1899-01-17,636,1977-05-17,394,"1410,1425",,Male,74154730
14480,Robert Merle,1908-08-28,703,2004-03-27,704,"1391,1407",,Male,12312406
14793,Robert Musil,1880-11-06,918,1942-04-15,152,"1391,1407",,Male,46799598
15575,Robert Nathan,1894-01-02,299,1985-05-25,238,"1399,1407",,Male,32007405
15639,Robert Payne,1911-12-04,1375,1983-02-18,1376,"1391,1399,1400,1407,1420,1422,1451,1460,1613",,Male,106967892
14774,Robert Penn Warren,1905-04-24,905,1989-09-15,906,"1399,1407,1409",,Male,61553765
15331,Robert Smythe Hichens,1864-11-14,1217,1950-07-20,496,"1393,1407,1417,1419,1535",,Male,27093504
14023,Robert Weibel-Richard,1904-08-07,,1984-03-05,146,"1420,1439,1536",Cultural Attaché at the French Embassy,Male,202071715
14262,Roberto Bixio,,,,,1404,,Male,
14964,Roberto Bula Piríz,1919-01-01,869,1980-01-01,,1391,,Male,118785271
14979,Roberto Calasso,1941-05-30,853,,,"1391,1394",,Male,59067254
14796,Roberto Cortéz Conde,1932-02-05,62,,,1420,,Male,
13902,Roberto Cortéz Conde,1932-02-05,62,,547,"1419,1427",,Male,
14701,Roberto Di Pasquale,1922-01-01,62,,,"1399,1420",,Male,79441731
15232,Roberto F. Giusti,1887-03-10,1163,1978-05-06,1164,"1391,1409,1416",,Male,89918
15209,Roberto García Morillo,1911-01-22,62,2003-10-26,62,"1411,1420,1524,1535",,Male,22344148
13723,Roberto García Pinto,1906-07-28,375,1991-09-02,375,"1420,1466",,Male,1421698
15285,Roberto Guevara,,1184,2018-09-15,,1427,Brother of Che Guevara,Male,
15372,Roberto Juarroz,1925-10-05,1246,1995-03-31,1247,1399,,Male,49227249
15439,Roberto Ledesma,1901-07-27,62,1966-06-18,62,"1393,1399",,Male,311228973
15730,Roberto Levillier,1881-01-01,62,1969-03-19,62,"1414,1451",,Male,22513345
15731,Roberto Mariani,1893-01-01,62,1946-03-01,62,"1399,1408,1419",,Male,8184687
15616,Roberto Paine,1916-10-03,62,,,"1391,1399,1427",_Evangelina del Sur_,Male,
14350,Robinson Jeffers,1887-01-10,553,1962-01-20,554,1399,,Male,68956184
14841,Rodolfo Aráoz Alfaro,1901-11-18,389,1968-11-03,110,"1416,1427",,Male,7858150567633406370009
15549,Rodolfo E. Modern,1922-07-22,62,2016-03-22,62,"1391,1392,1399,1427",,Male,17265112
15165,Rodolfo Finkelstein,,,,,1404,,Male,
15235,Rodolfo Godino,1936-01-01,1001,2015-01-01,62,"1399,1417",,Male,53781979
15412,Rodolfo Kusch,1922-06-25,62,1979-09-30,1271,"1410,1420,1449",,Male,37041466
